GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
T4J-Grupo2,com.grupo2.t4j.controller,RegistarReconhecimentoGPController,31,0,0,0,6,0,4,0,4,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarCompetenciaTecnicaController,80,0,0,0,18,0,9,0,9,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarOrganizacaoController,85,0,0,0,15,0,5,0,5,0
T4J-Grupo2,com.grupo2.t4j.controller,PublicarTarefaController,41,0,0,0,8,0,5,0,5,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarCaracterizacaoCTController,55,0,0,0,11,0,8,0,8,0
T4J-Grupo2,com.grupo2.t4j.controller,GestaoUtilizadoresController,20,0,0,0,7,0,6,0,6,0
T4J-Grupo2,com.grupo2.t4j.controller,EfectuarCandidaturaController,177,0,14,0,39,0,16,0,9,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarTarefaController,106,0,0,0,20,0,13,0,13,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarHabilitacaoAcademicaController,81,0,0,0,17,0,9,0,9,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarFreelancerController,145,0,0,0,30,0,15,0,15,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarAnuncioController,40,0,0,0,7,0,4,0,4,0
T4J-Grupo2,com.grupo2.t4j.controller,SeriarAnuncioController,3,0,0,0,1,0,1,0,1,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarColaboradorController,137,0,0,0,30,0,12,0,12,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarGrauProficienciaController,60,0,0,0,13,0,7,0,7,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarAreaActividadeController,75,0,0,0,17,0,9,0,9,0
T4J-Grupo2,com.grupo2.t4j.controller,RegistarCategoriaController,80,0,0,0,18,0,9,0,9,0
